행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
서울특별시 동작구 사당제5동,"14,258","6,740",2.12,"6,804","7,454",0.91
서울특별시 동작구 대방동,"35,798","16,712",2.14,"16,888","18,910",0.89
서울특별시 동작구 신대방제1동,"23,378","10,476",2.23,"11,198","12,180",0.92
서울특별시 동작구 신대방제2동,"22,133","10,696",2.07,"10,577","11,556",0.92
서울특별시 관악구,"487,462","286,538",1.7,"245,217","242,245",1.01
서울특별시 관악구 보라매동,"24,134","13,132",1.84,"11,904","12,230",0.97
서울특별시 관악구 청림동,"14,896","6,446",2.31,"7,195","7,701",0.93
서울특별시 관악구 성현동,"28,484","12,244",2.33,"13,709","14,775",0.93
서울특별시 관악구 행운동,"29,170","18,362",1.59,"14,161","15,009",0.94
서울특별시 관악구 낙성대동,"17,483","12,075",1.45,"8,773","8,710",1.01
서울특별시 관악구 청룡동,"36,130","24,350",1.48,"17,306","18,824",0.92
서울특별시 관악구 은천동,"32,663","16,151",2.02,"16,016","16,647",0.96
서울특별시 관악구 중앙동,"15,403","10,277",1.5,"7,463","7,940",0.94
서울특별시 관악구 인헌동,"25,750","14,882",1.73,"12,453","13,297",0.94
서울특별시 관악구 남현동,"17,867","9,895",1.81,"8,668","9,199",0.94
서울특별시 관악구 서원동,"22,936","14,968",1.53,"12,021","10,915",1.1
서울특별시 관악구 신원동,"17,829","11,382",1.57,"9,070","8,759",1.04
서울특별시 관악구 서림동,"23,647","15,324",1.54,"13,172","10,475",1.26
서울특별시 관악구 신사동,"22,717","14,629",1.55,"11,366","11,351",1.0
서울특별시 관악구 신림동,"23,380","19,251",1.21,"12,326","11,054",1.12
서울특별시 관악구 난향동,"14,842","6,193",2.4,"7,263","7,579",0.96
서울특별시 관악구 조원동,"19,590","12,226",1.6,"9,748","9,842",0.99
서울특별시 관악구 대학동,"24,496","17,550",1.4,"14,929","9,567",1.56
서울특별시 관악구 삼성동,"20,260","9,781",2.07,"10,088","10,172",0.99
서울특별시 관악구 미성동,"29,954","14,434",2.08,"14,666","15,288",0.96
서울특별시 관악구 난곡동,"25,831","12,986",1.99,"12,920","12,911",1.0
서울특별시 서초구,"404,436","168,344",2.4,"192,875","211,561",0.91
서울특별시 서초구 서초1동,"20,309","9,462",2.15,"9,781","10,528",0.93
서울특별시 서초구 서초2동,"26,624","11,832",2.25,"12,613","14,011",0.9
서울특별시 서초구 서초3동,"32,090","15,298",2.1,"15,244","16,846",0.9
서울특별시 서초구 서초4동,"30,303","10,703",2.83,"14,802","15,501",0.95
서울특별시 서초구 잠원동,"26,219","10,512",2.49,"12,609","13,610",0.93
서울특별시 서초구 반포본동,269,133,2.02,128,141,0.91
서울특별시 서초구 반포1동,"34,187","14,856",2.3,"16,690","17,497",0.95
서울특별시 서초구 반포2동,"15,645","4,998",3.13,"7,414","8,231",0.9
서울특별시 서초구 반포3동,"23,792","8,188",2.91,"11,324","12,468",0.91
서울특별시 서초구 반포4동,"18,700","7,053",2.65,"8,773","9,927",0.88
서울특별시 서초구 방배본동,"20,476","7,913",2.59,"9,434","11,042",0.85
서울특별시 서초구 방배1동,"16,627","7,497",2.22,"7,749","8,878",0.87
서울특별시 서초구 방배2동,"18,247","7,937",2.3,"8,524","9,723",0.88
서울특별시 서초구 방배3동,"17,056","6,335",2.69,"8,181","8,875",0.92
서울특별시 서초구 방배4동,"22,914","9,573",2.39,"10,440","12,474",0.84
서울특별시 서초구 양재1동,"42,242","17,853",2.37,"20,063","22,179",0.9
서울특별시 서초구 양재2동,"21,410","10,983",1.95,"10,729","10,681",1.0
서울특별시 서초구 내곡동,"17,326","7,218",2.4,"8,377","8,949",0.94
서울특별시 강남구,"535,744","236,296",2.27,"256,095","279,649",0.92
서울특별시 강남구 신사동,"15,567","6,839",2.28,"7,248","8,319",0.87
서울특별시 강남구 논현1동,"21,300","13,670",1.56,"10,051","11,249",0.89
서울특별시 강남구 논현2동,"20,638","11,348",1.82,"9,592","11,046",0.87
서울특별시 강남구 압구정동,"25,619","10,026",2.56,"11,865","13,754",0.86
서울특별시 강남구 청담동,"25,075","10,997",2.28,"11,743","13,332",0.88
서울특별시 강남구 삼성1동,"12,369","5,314",2.33,"6,043","6,326",0.96
서울특별시 강남구 삼성2동,"30,541","13,619",2.24,"14,641","15,900",0.92
서울특별시 강남구 대치1동,"23,779","7,210",3.3,"11,929","11,850",1.01
서울특별시 강남구 대치2동,"36,797","12,918",2.85,"18,600","18,197",1.02
서울특별시 강남구 대치4동,"18,860","9,819",1.92,"8,963","9,897",0.91
서울특별시 강남구 역삼1동,"34,255","23,631",1.45,"16,679","17,576",0.95
서울특별시 강남구 역삼2동,"36,874","15,861",2.32,"17,222","19,652",0.88
서울특별시 강남구 도곡1동,"20,690","8,281",2.5,"9,833","10,857",0.91
서울특별시 강남구 도곡2동,"32,573","11,469",2.84,"15,120","17,453",0.87
서울특별시 강남구 개포1동,"6,881","2,627",2.62,"3,316","3,565",0.93
서울특별시 강남구 개포2동,"37,729","13,296",2.84,"18,271","19,458",0.94
서울특별시 강남구 개포3동,"17,097","7,413",2.31,"8,280","8,817",0.94
서울특별시 강남구 개포4동,"23,458","10,076",2.33,"11,301","12,157",0.93
서울특별시 강남구 세곡동,"43,989","18,736",2.35,"20,616","23,373",0.88
서울특별시 강남구 일원본동,"22,825","7,994",2.86,"11,290","11,535",0.98
서울특별시 강남구 일원1동,"14,653","7,447",1.97,"7,101","7,552",0.94
서울특별시 강남구 수서동,"14,175","7,705",1.84,"6,391","7,784",0.82
서울특별시 송파구,"657,260","285,615",2.3,"316,082","341,178",0.93
서울특별시 송파구 풍납1동,"12,150","5,734",2.12,"5,971","6,179",0.97
서울특별시 송파구 풍납2동,"24,057","10,842",2.22,"11,387","12,670",0.9
서울특별시 송파구 거여1동,"12,122","5,575",2.17,"6,085","6,037",1.01
서울특별시 송파구 거여2동,"23,701","10,089",2.35,"11,546","12,155",0.95
서울특별시 송파구 마천1동,"18,340","8,680",2.11,"9,400","8,940",1.05
서울특별시 송파구 마천2동,"17,793","8,543",2.08,"9,093","8,700",1.05
서울특별시 송파구 방이1동,"15,266","6,118",2.5,"7,379","7,887",0.94
서울특별시 송파구 방이2동,"25,923","15,348",1.69,"11,842","14,081",0.84
서울특별시 송파구 오륜동,"17,758","5,887",3.02,"8,680","9,078",0.96
서울특별시 송파구 오금동,"37,645","15,601",2.41,"18,264","19,381",0.94
서울특별시 송파구 송파1동,"23,551","12,454",1.89,"10,988","12,563",0.87
서울특별시 송파구 송파2동,"18,722","7,181",2.61,"9,025","9,697",0.93
서울특별시 송파구 석촌동,"30,926","16,939",1.83,"14,655","16,271",0.9
서울특별시 송파구 삼전동,"29,272","16,030",1.83,"13,598","15,674",0.87
서울특별시 송파구 가락본동,"25,430","11,658",2.18,"12,575","12,855",0.98
서울특별시 송파구 가락1동,"27,516","9,874",2.79,"13,349","14,167",0.94
서울특별시 송파구 가락2동,"31,382","12,348",2.54,"15,312","16,070",0.95
서울특별시 송파구 문정1동,"19,613","8,466",2.32,"9,662","9,951",0.97
서울특별시 송파구 문정2동,"28,727","15,786",1.82,"13,143","15,584",0.84
서울특별시 송파구 장지동,"28,829","12,096",2.38,"13,880","14,949",0.93
서울특별시 송파구 위례동,"44,669","14,575",3.06,"21,766","22,903",0.95
서울특별시 송파구 잠실본동,"27,834","15,967",1.74,"13,275","14,559",0.91
서울특별시 송파구 잠실2동,"34,939","11,554",3.02,"16,693","18,246",0.91
서울특별시 송파구 잠실3동,"33,983","11,847",2.87,"16,097","17,886",0.9
서울특별시 송파구 잠실4동,"21,209","7,226",2.94,"10,216","10,993",0.93
서울특별시 송파구 잠실6동,"16,494","5,821",2.83,"7,820","8,674",0.9
서울특별시 송파구 잠실7동,"9,409","3,376",2.79,"4,381","5,028",0.87
서울특별시 강동구,"459,275","202,725",2.27,"224,690","234,585",0.96
서울특별시 강동구 강일동,"32,838","13,117",2.5,"15,705","17,133",0.92
서울특별시 강동구 상일제1동,"39,293","13,622",2.88,"19,308","19,985",0.97
서울특별시 강동구 상일제2동,"11,916","4,852",2.46,"5,548","6,368",0.87
서울특별시 강동구 명일제1동,"25,515","10,051",2.54,"12,443","13,072",0.95
서울특별시 강동구 명일제2동,"17,224","6,501",2.65,"8,384","8,840",0.95
서울특별시 강동구 고덕제1동,"23,851","8,117",2.94,"12,140","11,711",1.04
서울특별시 강동구 고덕제2동,"22,689","8,927",2.54,"11,428","11,261",1.01
서울특별시 강동구 암사제1동,"34,038","16,088",2.12,"16,824","17,214",0.98
서울특별시 강동구 암사제2동,"14,928","6,382",2.34,"7,206","7,722",0.93
서울특별시 강동구 암사제3동,"17,404","6,183",2.81,"8,509","8,895",0.96
서울특별시 강동구 천호제1동,"26,255","12,969",2.02,"12,920","13,335",0.97
서울특별시 강동구 천호제2동,"33,195","17,605",1.89,"16,230","16,965",0.96
서울특별시 강동구 천호제3동,"26,269","14,488",1.81,"12,686","13,583",0.93
서울특별시 강동구 성내제1동,"19,615","8,263",2.37,"9,400","10,215",0.92
서울특별시 강동구 성내제2동,"22,780","12,679",1.8,"11,222","11,558",0.97
서울특별시 강동구 성내제3동,"22,579","10,606",2.13,"11,046","11,533",0.96
서울특별시 강동구 길동,"44,789","21,952",2.04,"21,838","22,951",0.95
서울특별시 강동구 둔촌제1동,64,39,1.64,35,29,1.21
서울특별시 강동구 둔촌제2동,"24,033","10,284",2.34,"11,818","12,215",0.97
부산광역시,"3,309,261","1,562,595",2.12,"1,614,226","1,695,035",0.95
부산광역시 중구,"39,411","24,066",1.64,"19,069","20,342",0.94
부산광역시 중구 중앙동,"3,145","2,454",1.28,"1,454","1,691",0.86
부산광역시 중구 동광동,"2,546","1,645",1.55,"1,289","1,257",1.03
부산광역시 중구 대청동,"5,967","3,502",1.7,"2,803","3,164",0.89
부산광역시 중구 보수동,"10,399","6,143",1.69,"4,962","5,437",0.91
부산광역시 중구 부평동,"4,310","2,695",1.6,"2,044","2,266",0.9
부산광역시 중구 광복동,925,559,1.65,475,450,1.06
부산광역시 중구 남포동,836,580,1.44,487,349,1.4
부산광역시 중구 영주제1동,"4,505","2,933",1.54,"2,285","2,220",1.03
부산광역시 중구 영주제2동,"6,778","3,555",1.91,"3,270","3,508",0.93
부산광역시 서구,"104,570","53,593",1.95,"50,353","54,217",0.93
부산광역시 서구 동대신제1동,"5,447","2,737",1.99,"2,653","2,794",0.95
부산광역시 서구 동대신제2동,"6,869","3,509",1.96,"3,330","3,539",0.94
부산광역시 서구 동대신제3동,"7,501","3,911",1.92,"3,511","3,990",0.88
부산광역시 서구 서대신제1동,"14,948","6,812",2.19,"7,088","7,860",0.9
부산광역시 서구 서대신제3동,"7,557","3,202",2.36,"3,443","4,114",0.84
부산광역시 서구 서대신제4동,"7,350","3,064",2.4,"3,543","3,807",0.93
부산광역시 서구 부민동,"7,403","4,128",1.79,"3,509","3,894",0.9
부산광역시 서구 아미동,"6,049","3,654",1.66,"3,036","3,013",1.01
부산광역시 서구 초장동,"3,985","2,461",1.62,"2,008","1,977",1.02
부산광역시 서구 충무동,"9,689","5,587",1.73,"4,564","5,125",0.89
부산광역시 서구 남부민제1동,"4,645","2,656",1.75,"2,357","2,288",1.03
부산광역시 서구 남부민제2동,"8,390","4,669",1.8,"4,168","4,222",0.99
부산광역시 서구 암남동,"14,737","7,203",2.05,"7,143","7,594",0.94
부산광역시 동구,"85,520","46,152",1.85,"41,700","43,820",0.95
부산광역시 동구 초량제1동,"4,875","2,990",1.63,"2,468","2,407",1.03
부산광역시 동구 초량제2동,"5,392","3,273",1.65,"2,678","2,714",0.99
부산광역시 동구 초량제3동,"12,864","6,449",1.99,"6,204","6,660",0.93
부산광역시 동구 초량제6동,"5,530","3,022",1.83,"2,687","2,843",0.95
부산광역시 동구 수정제1동,"3,985","2,016",1.98,"1,923","2,062",0.93
부산광역시 동구 수정제2동,"9,436","4,970",1.9,"4,492","4,944",0.91
부산광역시 동구 수정제4동,"3,633","2,137",1.7,"1,787","1,846",0.97
부산광역시 동구 수정제5동,"4,967","2,653",1.87,"2,372","2,595",0.91
부산광역시 동구 좌천동,"11,549","5,849",1.97,"5,603","5,946",0.94
부산광역시 동구 범일제1동,"11,295","6,227",1.81,"5,535","5,760",0.96
부산광역시 동구 범일제2동,"7,766","4,462",1.74,"3,879","3,887",1.0
부산광역시 동구 범일제5동,"4,228","2,104",2.01,"2,072","2,156",0.96
부산광역시 영도구,"107,209","54,248",1.98,"52,716","54,493",0.97
부산광역시 영도구 남항동,"10,508","5,677",1.85,"5,257","5,251",1.0
부산광역시 영도구 영선제1동,"3,831","1,893",2.02,"1,830","2,001",0.91
부산광역시 영도구 영선제2동,"7,747","3,657",2.12,"3,758","3,989",0.94
부산광역시 영도구 신선동,"7,626","4,353",1.75,"3,803","3,823",0.99
부산광역시 영도구 봉래제1동,"6,406","3,268",1.96,"3,174","3,232",0.98
부산광역시 영도구 봉래제2동,"7,563","3,584",2.11,"3,673","3,890",0.94
부산광역시 영도구 청학제1동,"5,704","2,871",1.99,"2,789","2,915",0.96
부산광역시 영도구 청학제2동,"17,209","7,948",2.17,"8,488","8,721",0.97
부산광역시 영도구 동삼제1동,"26,442","12,850",2.06,"12,883","13,559",0.95
부산광역시 영도구 동삼제2동,"4,947","2,525",1.96,"2,567","2,380",1.08
부산광역시 영도구 동삼제3동,"9,226","5,622",1.64,"4,494","4,732",0.95
부산광역시 부산진구,"357,762","180,263",1.98,"171,865","185,897",0.92
부산광역시 부산진구 부전제1동,"15,926","10,683",1.49,"7,902","8,024",0.98
부산광역시 부산진구 부전제2동,"10,887","6,752",1.61,"5,367","5,520",0.97
부산광역시 부산진구 연지동,"25,490","10,642",2.4,"12,163","13,327",0.91
부산광역시 부산진구 초읍동,"21,010","9,863",2.13,"10,095","10,915",0.92
부산광역시 부산진구 양정제1동,"19,120","9,134",2.09,"8,925","10,195",0.88
부산광역시 부산진구 양정제2동,"11,663","7,622",1.53,"5,361","6,302",0.85
부산광역시 부산진구 전포제1동,"21,168","12,110",1.75,"10,134","11,034",0.92
부산광역시 부산진구 전포제2동,"23,289","12,775",1.82,"10,878","12,411",0.88
부산광역시 부산진구 부암제1동,"23,446","10,478",2.24,"11,368","12,078",0.94
부산광역시 부산진구 부암제3동,"16,770","6,805",2.46,"8,196","8,574",0.96
부산광역시 부산진구 당감제1동,"21,815","10,116",2.16,"10,386","11,429",0.91
부산광역시 부산진구 당감제2동,"9,945","4,618",2.15,"4,705","5,240",0.9
부산광역시 부산진구 당감제4동,"10,840","5,054",2.14,"5,254","5,586",0.94
부산광역시 부산진구 가야제1동,"18,160","9,919",1.83,"9,109","9,051",1.01
부산광역시 부산진구 가야제2동,"18,215","7,998",2.28,"8,824","9,391",0.94
부산광역시 부산진구 개금제1동,"18,157","9,699",1.87,"8,792","9,365",0.94
부산광역시 부산진구 개금제2동,"10,333","4,912",2.1,"5,011","5,322",0.94
부산광역시 부산진구 개금제3동,"27,371","12,254",2.23,"13,127","14,244",0.92
부산광역시 부산진구 범천제1동,"12,448","7,678",1.62,"5,786","6,662",0.87
부산광역시 부산진구 범천제2동,"21,709","11,151",1.95,"10,482","11,227",0.93
부산광역시 동래구,"272,797","120,032",2.27,"131,970","140,827",0.94
부산광역시 동래구 수민동,"31,382","13,462",2.33,"15,151","16,231",0.93
부산광역시 동래구 복산동,"8,829","4,480",1.97,"4,303","4,526",0.95
부산광역시 동래구 명륜동,"26,406","10,153",2.6,"12,953","13,453",0.96
부산광역시 동래구 온천제1동,"23,726","12,957",1.83,"11,145","12,581",0.89
부산광역시 동래구 온천제2동,"24,422","9,738",2.51,"11,756","12,666",0.93
부산광역시 동래구 온천제3동,"37,467","17,508",2.14,"18,194","19,273",0.94
부산광역시 동래구 사직제1동,"10,295","4,762",2.16,"4,952","5,343",0.93
부산광역시 동래구 사직제2동,"25,270","8,826",2.86,"12,116","13,154",0.92
부산광역시 동래구 사직제3동,"17,007","7,586",2.24,"8,415","8,592",0.98
부산광역시 동래구 안락제1동,"13,986","6,824",2.05,"6,880","7,106",0.97
부산광역시 동래구 안락제2동,"26,149","10,965",2.38,"12,647","13,502",0.94
부산광역시 동래구 명장제1동,"13,741","6,243",2.2,"6,600","7,141",0.92
부산광역시 동래구 명장제2동,"14,117","6,528",2.16,"6,858","7,259",0.94
부산광역시 남구,"256,133","118,686",2.16,"124,909","131,224",0.95
부산광역시 남구 대연제1동,"15,819","9,480",1.67,"8,006","7,813",1.02
부산광역시 남구 대연제3동,"33,354","16,638",2.0,"16,350","17,004",0.96
부산광역시 남구 대연제4동,"11,902","5,423",2.19,"5,794","6,108",0.95
부산광역시 남구 대연제5동,"16,806","8,436",1.99,"8,063","8,743",0.92
부산광역시 남구 대연제6동,"14,906","5,885",2.53,"7,145","7,761",0.92
부산광역시 남구 용호제1동,"42,926","17,068",2.51,"20,561","22,365",0.92
부산광역시 남구 용호제2동,"19,173","7,960",2.41,"9,296","9,877",0.94
부산광역시 남구 용호제3동,"11,434","5,553",2.06,"5,522","5,912",0.93
부산광역시 남구 용호제4동,"7,874","3,694",2.13,"3,766","4,108",0.92
부산광역시 남구 용당동,"7,989","3,488",2.29,"4,036","3,953",1.02
